1,14
11,13
21,12
31,12
41,12
51,11
61,11
71,10
81,10
91,10
101,10
111,10
121,9
131,9
141,9
151,9
161,9
171,9
181,9
191,8
201,8
211,8
221,8
231,8
241,8
251,8
261,8
271,8
281,8
291,8
301,8
311,8
321,8
331,8
341,8
351,8
361,8
371,8
381,8
391,8
401,8
411,8
421,8
431,8
441,8
451,8
461,8
471,8
481,8
491,8
501,8
511,8
521,8
531,8
541,8
551,8
561,8
571,8
581,8
591,8
601,8
611,8
621,8
631,8
641,8
651,7
661,7
671,7
681,7
691,7
701,7
711,7
721,7
731,7
741,7
751,7
761,7
771,7
781,7
791,7
801,7
811,7
821,7
831,7
841,7
851,7
861,7
871,7
881,7
891,7
901,7
911,7
921,7
931,7
941,7
951,7
961,7
971,7
981,7
991,7
1001,7
1011,7
1021,7
1031,7
1041,7
1051,7
1061,7
1071,7
1081,7
1091,7
1101,7
1111,7
1121,7
1131,7
1141,7
1151,7
1161,7
1171,7
1181,7
1191,7
1201,7
1211,7
1221,7
1231,7
1241,7
1251,7
1261,7
1271,7
1281,7
1291,7
1301,7
1311,7
1321,7
1331,7
1341,7
1351,7
1361,7
1371,7
1381,7
1391,7
1401,7
1411,7
1421,7
1431,7
1441,7
1451,7
1461,7
1471,7
1481,7
1491,7
1501,7
1511,7
1521,7
1531,7
1541,7
1551,7
1561,7
1571,7
1581,7
1591,7
1601,7
1611,7
1621,7
1631,7
1641,7
1651,7
1661,7
1671,7
1681,7
1691,7
1701,7
1711,7
1721,7
1731,7
1741,7
1751,7
1761,7
1771,7
1781,7
1791,7
1801,7
1811,7
1821,7
1831,7
1841,7
1851,7
1861,7
1871,7
1881,7
1891,7
1901,7
1911,7
1921,7
1931,7
1941,7
1951,7
1961,7
1971,7
1981,7
1991,7
