1,15
11,14
21,13
31,13
41,13
51,13
61,13
71,13
81,13
91,13
101,13
111,13
121,13
131,13
141,13
151,13
161,13
171,13
181,13
191,13
201,13
211,13
221,13
231,13
241,13
251,13
261,13
271,13
281,13
291,13
301,13
311,13
321,13
331,13
341,13
351,13
361,13
371,13
381,13
391,13
401,13
411,13
421,13
431,13
441,13
451,13
461,13
471,13
481,13
491,13
501,13
511,13
521,13
531,13
541,13
551,13
561,13
571,13
581,13
591,13
601,13
611,13
621,13
631,13
641,13
651,13
661,13
671,13
681,13
691,13
701,13
711,13
721,13
731,13
741,13
751,13
761,13
771,13
781,13
791,13
801,13
811,13
821,13
831,13
841,13
851,13
861,13
871,13
881,13
891,13
901,13
911,13
921,13
931,13
941,13
951,13
961,13
971,13
981,13
991,13
1001,13
1011,13
1021,13
1031,13
1041,13
1051,13
1061,13
1071,13
1081,13
1091,13
1101,13
1111,13
1121,13
1131,13
1141,13
1151,13
1161,13
1171,13
1181,13
1191,13
1201,13
1211,13
1221,13
1231,13
1241,13
1251,13
1261,13
1271,13
1281,13
1291,13
1301,13
1311,13
1321,13
1331,13
1341,13
1351,13
1361,13
1371,13
1381,13
1391,13
1401,13
1411,13
1421,13
1431,13
1441,13
1451,13
1461,13
1471,13
1481,13
1491,13
1501,13
1511,13
1521,13
1531,13
1541,13
1551,13
1561,13
1571,13
1581,13
1591,13
1601,13
1611,13
1621,13
1631,13
1641,13
1651,13
1661,13
1671,13
1681,13
1691,13
1701,13
1711,13
1721,13
1731,13
1741,13
1751,13
1761,13
1771,13
1781,13
1791,13
1801,13
1811,13
1821,13
1831,13
1841,13
1851,13
1861,13
1871,13
1881,13
1891,13
1901,13
1911,13
1921,13
1931,13
1941,13
1951,13
1961,13
1971,13
1981,13
1991,13
